date, pm25, pm10, o3, no2, so2, co
2020/2/16, , 11, 35, , 5, 
2020/2/17, , 16, 30, 4, 5, 
2019/11/1, , 28, 17, 7, 2, 
2019/11/2, , 26, 22, 4, 1, 
2019/11/3, , 27, 17, 8, 2, 
2019/11/4, , 21, 17, 11, 2, 
2019/11/30, , 19, 8, 20, 2, 
2019/12/1, , 15, 19, 12, 1, 
2019/12/2, , 23, 8, 28, 2, 
2019/7/17, , 2, 19, 8, 1, 
2019/7/18, , 3, 15, 8, 1, 
2019/9/23, , 16, 27, 4, 15, 
2019/1/1, , 13, 21, 3, , 
2019/2/11, , 18, 23, 14, 3, 
2018/9/2, , 46, 21, 11, , 
2018/1/29, , 10, 30, 7, , 
2018/2/12, , 2, 22, 8, 1, 
2018/2/13, , 11, 29, 8, , 
2018/2/17, , 18, 16, 10, , 
2017/10/11, , 14, 17, 9, , 
2017/11/23, , 12, 17, 17, , 
2017/8/2, , 2, 22, 4, 5, 
2017/8/4, , 16, 22, 5, 4, 
2017/8/19, , 15, 20, 6, 7, 
2017/8/22, , 12, 17, 3, 2, 
2017/9/1, , 11, 20, 5, 2, 
2017/9/9, , 11, 22, , 8, 
2017/9/16, , 9, 16, 6, 7, 
2017/4/15, , 11, , 4, 5, 
2017/4/26, , 10, 22, 9, 9, 
2017/6/10, , 12, 24, 1, 3, 
2017/1/2, , 10, 22, 7, 8, 
2017/1/17, , 10, 11, 10, 3, 
2017/1/19, , 24, 3, 13, 2, 
2017/3/6, , 6, 24, 13, 2, 
2016/12/14, , 22, 17, 10, 5, 
2016/12/15, , 26, 12, 9, 5, 
2016/7/18, , 19, 39, 8, 3, 
2016/8/2, , 8, 15, 2, 1, 
2016/8/16, , 22, 35, 8, 3, 
2016/8/22, , 15, 30, 7, 1, 
2016/9/4, , 7, 8, 7, 3, 
2016/9/8, , 13, 18, 5, 1, 
2016/4/6, , 13, 26, 4, 2, 
2016/1/4, , 10, 21, 15, 5, 
2016/1/19, , 19, 10, 23, 2, 
2016/2/14, , 18, 20, 12, 2, 
2015/10/18, , 15, 13, 11, 1, 
2015/7/29, , 8, 21, 30, 1, 
2015/8/1, , 10, 32, 18, , 
2015/8/14, , 13, 15, 7, 1, 
2015/8/15, , 12, 20, 10, 1, 
2015/8/16, , 12, 27, 8, 1, 
2015/8/17, , 17, 24, 8, 1, 
2015/8/18, , 11, 18, 7, 1, 
2015/8/19, , 5, 9, 6, , 
2015/8/25, , 9, 22, 4, 1, 
2015/9/5, , 8, 18, 8, 1, 
2015/4/18, , 12, 31, 7, , 
2015/5/11, , 16, 30, 5, 1, 
2015/5/14, , 11, 27, 10, , 
2021/7/16, , , 34, 3, , 
2021/7/17, , , 32, 4, , 
2021/1/16, , , 22, 6, 1, 
2021/1/17, , , 23, 6, 1, 
2020/10/15, , , 15, 9, 2, 
2020/10/16, , , 16, 6, 2, 
2020/10/17, , , 12, 10, , 
2020/7/8, , , 12, 3, , 
2020/7/9, , , 19, 4, , 
2020/7/10, , , 19, 5, , 
2020/7/11, , , 25, 5, , 
2020/1/17, , , 24, 12, 6, 
2020/1/18, , , 8, 23, 6, 
2020/1/19, , , 6, 21, 6, 
2019/9/21, , , 20, 4, 1, 
2019/9/22, , , 21, 7, 25, 
2019/2/8, , , 29, 6, 3, 
2019/2/9, , , 32, 6, , 
2019/2/10, , , 27, 5, 3, 
2018/2/11, , , 27, 2, , 
2017/8/3, , , 23, 4, 4, 
2017/1/13, , , 25, 4, 5, 
2017/1/14, , , 19, 8, 4, 
2017/1/15, , , 23, 4, 4, 
2017/1/16, , , 21, 8, 4, 
2017/3/3, , , 24, 7, 7, 
2017/3/4, , , 26, 6, 4, 
2017/3/5, , , 30, 3, 3, 
2016/7/14, , , 16, 5, 2, 
2016/7/15, , , 18, 3, 2, 
2016/7/16, , , 17, 2, , 
2016/7/17, , , 18, 4, 2, 
2016/1/15, , , 17, 12, 1, 
2016/1/16, , , 10, 21, 2, 
2016/1/17, , , 9, 19, 2, 
2016/1/18, , , 20, 8, , 
2015/7/24, , , 21, 8, 1, 
2015/7/25, , , 23, 7, 1, 
2015/7/26, , , 22, 4, 3, 
2015/7/28, , , 18, 25, , 
2015/7/27, , , , 10, , 
